Customer_ID,Signup_Date,Age,Gender,Location,Income_Level,Customer_Segment,Acquisition_Channel,First_Purchase_Date,Total_Purchases,Total_Spend,Average_Order_Value,Churn_Status,Cohort_Month,Customer_Lifetime_Value,Tenure_Days,Last_Login_Date,Engagement_Score,Preferred_Category,Discount_Usage_Rate,Referral_Count,Payment_Method,Return_Rate,Satisfaction_Score,Email_Open_Rate,Mobile_App_User,Subscription_Type,Average_Session_Duration,Customer_Tier
762,27-03-2025,32,Male,Ralphton,Medium,High Spender,Social Media,23-04-2025,46,635.15,13.81,Active,25-Mar,1014.13,163,26-08-2025,66,Electronics,0.17,8,Credit Card,0.19,4,0.63,Yes,Gold,40.18,Silver
763,15-11-2023,46,Other,New Michaelborough,Low,Bargain Hunter,Email,22-12-2023,31,3467.95,111.87,Inactive,23-Nov,8539.93,661,25-11-2023,69,Grocery,0.85,1,Wallet,0.01,5,0.13,Yes,Premium,37.86,Silver
764,11/2/2024,43,Male,Edwardside,Low,One-time,Direct,20-12-2024,31,3045.87,98.25,Inactive,24-Nov,6751.9,308,24-06-2025,70,Fashion,0.12,8,Wallet,0.07,2,0.26,Yes,Gold,35.67,Bronze
765,12/10/2023,53,Male,Jacobborough,Medium,Loyal,Ads,30-12-2023,46,120.51,2.62,Inactive,23-Dec,294.36,636,31-01-2025,98,Grocery,0.55,7,Debit Card,0.16,2,0.28,No,Gold,16.64,Silver
766,26-08-2025,58,Other,South Jonathan,Low,One-time,Ads,10/7/2025,1,4195.35,4195.35,Active,25-Aug,9964.07,11,31-08-2025,92,Travel,0.86,4,Debit Card,0.08,5,0.73,Yes,Gold,19.49,Bronze
767,1/5/2024,26,Other,Matthewtown,Low,Occasional,Direct,,0,0,0,Active,24-Jan,0,610,15-08-2025,96,Fashion,0.09,4,Debit Card,0.01,1,0.25,No,Free,19.22,Platinum
768,4/1/2025,43,Male,West Laura,Medium,One-time,Social Media,27-05-2025,43,626.78,14.58,Active,25-Apr,1275.38,158,13-07-2025,78,Electronics,0.41,0,Credit Card,0.02,3,0.66,Yes,Gold,47.36,Platinum
769,31-05-2024,59,Female,North Davidville,Medium,Loyal,Ads,6/4/2024,45,1562.18,34.72,Active,24-May,3655.37,463,1/7/2025,18,Books,0.28,0,Credit Card,0.09,2,0.36,No,Gold,58.69,Silver
770,31-08-2024,24,Male,North Joanmouth,Medium,Occasional,Social Media,29-09-2024,17,3353.06,197.24,Active,24-Aug,5058.79,371,30-01-2025,64,Books,0.3,10,Debit Card,0.15,1,0.69,No,Free,43.21,Platinum
771,10/12/2024,25,Male,Lake Johnland,Low,Loyal,Ads,17-10-2024,39,2777.57,71.22,Active,24-Oct,3387,329,6/5/2025,83,Healthcare,0.28,1,Net Banking,0.18,1,0.77,Yes,Free,4.37,Gold
772,12/5/2023,52,Other,Woodview,Medium,Loyal,Social Media,20-01-2024,20,4967.07,248.35,Inactive,23-Dec,7354.06,641,3/5/2025,30,Books,0.91,2,Net Banking,0.1,1,0.37,No,Premium,28.09,Platinum
773,24-12-2023,63,Female,Levyfort,Low,Occasional,Referral,26-12-2023,36,1262.79,35.08,Inactive,23-Dec,3020.39,622,23-04-2024,18,Books,0.63,2,Net Banking,0.3,5,0.27,Yes,Free,22.3,Bronze
774,5/12/2024,62,Male,Port Mark,Medium,Loyal,Ads,30-05-2024,13,887.99,68.31,Inactive,24-May,1332.51,482,1/12/2025,49,Travel,0.09,1,Debit Card,0.29,4,0.87,Yes,Free,54.66,Gold
775,13-10-2023,54,Female,Mcconnellside,High,Loyal,Referral,23-10-2023,47,419.51,8.93,Active,23-Oct,543.06,694,5/2/2024,82,Electronics,0.65,7,UPI,0,5,0.56,No,Premium,40.73,Bronze
776,2/2/2024,29,Male,East Deborah,High,One-time,Social Media,21-02-2024,1,1084.03,1084.03,Inactive,24-Feb,2167.7,582,24-02-2024,69,Travel,0.22,9,Wallet,0.18,5,0.28,Yes,Gold,22.64,Silver
777,7/7/2024,52,Female,Paulaton,Low,Loyal,Email,14-07-2024,29,4157.82,143.37,Active,24-Jul,9709.39,426,18-08-2024,88,Healthcare,0.38,2,Net Banking,0.03,5,0.73,No,Free,10.92,Silver
778,21-12-2024,39,Female,Elizabethville,Medium,High Spender,Referral,26-01-2025,33,3555.16,107.73,Active,24-Dec,6692.43,259,21-02-2025,98,Books,0.26,3,Debit Card,0.07,3,0.37,Yes,Free,41.23,Silver
779,17-02-2024,53,Other,Whiteheadville,Medium,High Spender,Email,4/8/2024,13,3255.3,250.41,Active,24-Feb,6947.39,567,30-06-2024,76,Healthcare,0.69,0,Debit Card,0.01,5,0.28,No,Free,24.99,Platinum
780,23-10-2024,36,Female,Jacksonview,Low,One-time,Ads,17-11-2024,13,1403.69,107.98,Active,24-Oct,2759.55,318,24-05-2025,62,Books,0.98,9,Credit Card,0.27,3,0.37,No,Gold,36.95,Gold
781,3/11/2024,40,Female,Williamsonchester,Medium,Loyal,Direct,25-03-2024,39,2650.09,67.95,Inactive,24-Mar,4288.83,544,8/3/2024,57,Travel,0.53,5,UPI,0.05,3,0.5,No,Free,20.47,Gold
782,26-06-2025,47,Other,Ortizport,High,Bargain Hunter,Referral,7/7/2025,46,181.66,3.95,Active,25-Jun,311.33,72,23-08-2025,10,Books,0.93,8,Wallet,0.08,5,0.54,Yes,Gold,26.68,Platinum
783,7/3/2025,52,Other,South Richardville,Medium,Occasional,Email,27-07-2025,32,803.32,25.1,Active,25-Jul,1449.51,65,8/9/2025,49,Books,0.12,0,Debit Card,0.17,5,0.83,No,Gold,16.51,Platinum
784,13-12-2024,49,Other,New Kevinville,Low,High Spender,Referral,26-12-2024,3,916.14,305.38,Inactive,24-Dec,1899.78,267,27-07-2025,55,Fashion,0.45,10,Wallet,0.3,3,0.74,No,Gold,4.41,Bronze
785,24-04-2025,52,Male,Rogerstown,Low,Occasional,Referral,20-06-2025,37,2136.78,57.75,Inactive,25-Apr,2751.94,135,14-06-2025,86,Healthcare,0.81,0,Debit Card,0.11,3,0.5,No,Premium,36.58,Platinum
786,10/2/2023,61,Other,New Darryltown,High,Bargain Hunter,Ads,29-10-2023,28,2703.18,96.54,Inactive,23-Oct,5182.17,705,27-04-2025,88,Travel,0.97,10,Net Banking,0.2,3,0.24,Yes,Premium,16.25,Bronze
787,28-08-2024,59,Male,Hendricksberg,Low,Occasional,Social Media,10/4/2024,33,4573.94,138.6,Inactive,24-Aug,7254.85,374,3/3/2025,99,Electronics,0.19,3,UPI,0.18,4,0.55,No,Free,16.27,Silver
788,1/11/2025,44,Female,Kevinmouth,Low,Loyal,Social Media,14-02-2025,50,4909.62,98.19,Active,25-Jan,9559.78,238,18-03-2025,60,Fashion,0.7,6,Debit Card,0.06,1,0.62,Yes,Free,5.72,Bronze
789,8/3/2025,25,Male,Lake Brianna,High,Bargain Hunter,Email,23-09-2025,43,4407,102.49,Inactive,25-Aug,9627.07,34,9/1/2025,20,Healthcare,0.91,8,Net Banking,0.24,1,0.44,No,Free,30.06,Gold
790,24-12-2023,21,Male,Port Markburgh,High,Loyal,Email,27-12-2023,31,1700.2,54.85,Inactive,23-Dec,2336.41,622,26-01-2025,35,Grocery,0.85,4,UPI,0.18,4,0.16,No,Gold,30.97,Gold
791,14-05-2025,34,Female,East Nancy,High,Loyal,Direct,7/1/2025,16,4683.13,292.7,Inactive,25-May,6824.89,115,24-05-2025,14,Travel,0.6,2,Net Banking,0.29,5,0.71,No,Premium,34.12,Gold
792,10/6/2023,35,Other,Novakton,Medium,Bargain Hunter,Ads,24-11-2023,2,2107.02,1053.51,Inactive,23-Oct,4420.97,701,11/4/2024,62,Fashion,0.59,2,Wallet,0.09,3,0.7,No,Gold,9.88,Bronze
793,10/5/2024,33,Female,Lake Robert,Low,Occasional,Referral,31-10-2024,7,2542.88,363.27,Inactive,24-Oct,3530.52,336,20-03-2025,73,Electronics,0.96,6,Wallet,0.09,5,0.86,No,Premium,31.95,Platinum
794,7/7/2024,53,Female,New Stephen,Low,Bargain Hunter,Direct,22-07-2024,34,724.23,21.3,Active,24-Jul,1075.08,426,9/1/2025,38,Electronics,0.92,2,Net Banking,0.27,3,0.46,No,Premium,28.09,Platinum
795,20-08-2024,33,Female,New Brittanybury,Low,Loyal,Ads,19-10-2024,3,1397.64,465.88,Active,24-Aug,1782.29,382,27-08-2024,27,Fashion,0.09,4,Net Banking,0.06,4,0.53,No,Gold,9.43,Gold
796,31-08-2025,21,Other,Audreyside,High,Loyal,Ads,10/6/2025,49,855.14,17.45,Active,25-Aug,2066.33,6,9/1/2025,24,Travel,0.11,8,Wallet,0.09,1,0.82,Yes,Premium,39.57,Bronze
797,6/1/2025,21,Female,East Jasmin,High,Loyal,Social Media,7/8/2025,3,3586.61,1195.54,Inactive,25-Jun,6841.86,97,25-06-2025,19,Travel,0.55,0,UPI,0.03,1,0.12,Yes,Free,24.69,Platinum
798,20-04-2024,43,Male,Davismouth,High,High Spender,Social Media,27-05-2024,38,2114.32,55.64,Inactive,24-Apr,3885.12,504,7/1/2025,87,Travel,0.21,10,UPI,0.07,4,0.2,Yes,Free,43.14,Bronze
799,14-05-2024,41,Female,West Cynthiastad,Low,High Spender,Direct,21-06-2024,38,1906.47,50.17,Active,24-May,2651.7,480,22-08-2024,93,Grocery,0.54,4,UPI,0.26,3,0.56,No,Free,5.13,Gold
800,29-04-2024,46,Other,Rebeccachester,High,One-time,Social Media,24-05-2024,45,1862.8,41.4,Active,24-Apr,3323.14,495,23-10-2024,38,Grocery,1,9,Debit Card,0.22,4,0.74,No,Gold,59.07,Bronze
801,5/9/2025,37,Male,Karlbury,High,Bargain Hunter,Direct,15-06-2025,45,2066.01,45.91,Inactive,25-May,3702.67,120,26-07-2025,20,Electronics,0.21,7,Net Banking,0.24,1,0.87,Yes,Free,24.22,Gold
802,4/4/2024,50,Other,Lake Robert,Low,Loyal,Email,28-04-2024,6,4736.71,789.45,Active,24-Apr,11238.71,520,17-09-2024,41,Electronics,0.28,5,UPI,0.17,3,0.12,Yes,Free,37.55,Silver
803,8/3/2024,48,Male,Wadechester,Low,One-time,Ads,9/6/2024,19,1541.54,81.13,Active,24-Aug,1888.97,399,25-06-2025,83,Travel,0.67,5,Debit Card,0.04,1,0.72,No,Gold,44.09,Gold
804,29-04-2024,49,Other,New Nicolestad,Medium,Bargain Hunter,Referral,28-05-2024,21,4310.67,205.27,Inactive,24-Apr,5749.79,495,3/6/2025,80,Fashion,0.23,10,Wallet,0.14,5,0.58,Yes,Premium,43.56,Gold
805,11/7/2023,46,Other,Port Lisa,High,Occasional,Email,26-12-2023,45,2675.42,59.45,Active,23-Nov,4657.06,669,17-11-2023,14,Fashion,0.09,7,Debit Card,0.16,4,0.88,Yes,Free,46.67,Bronze
806,6/2/2024,52,Other,Port Summershire,Low,Occasional,Ads,6/6/2024,46,3697.28,80.38,Inactive,24-Jun,8429.14,461,22-01-2025,90,Healthcare,0.88,4,Wallet,0.02,3,0.2,No,Premium,9.27,Gold
807,21-12-2023,18,Other,New Christianville,Low,High Spender,Ads,22-01-2024,47,2862.07,60.9,Active,23-Dec,5553.04,625,2/8/2024,74,Travel,0.71,10,UPI,0.23,1,0.21,No,Premium,18.12,Bronze
808,20-01-2025,43,Female,West Karenchester,Medium,One-time,Ads,28-01-2025,46,3268.61,71.06,Active,25-Jan,4713.15,229,3/5/2025,62,Grocery,0.1,6,Credit Card,0.11,4,0.67,No,Premium,11.94,Platinum
809,1/12/2025,64,Other,East Don,High,Occasional,Ads,26-02-2025,39,2959.09,75.87,Active,25-Jan,6098.32,237,7/1/2025,83,Travel,0.83,6,Debit Card,0.08,5,0.23,No,Free,42.78,Platinum
810,19-01-2024,56,Male,South Vickieburgh,High,Occasional,Email,2/3/2024,47,3649.46,77.65,Active,24-Jan,6484.74,596,1/3/2025,49,Grocery,0.78,10,Net Banking,0.11,5,0.2,Yes,Free,39.6,Gold
811,3/2/2025,34,Male,Reynoldsborough,High,One-time,Direct,3/4/2025,45,1422.79,31.62,Inactive,25-Mar,2277.74,188,6/12/2025,89,Books,0.15,9,UPI,0.12,4,0.35,No,Free,2.14,Platinum
812,6/8/2025,25,Female,East Troy,High,Loyal,Email,,0,0,0,Inactive,25-Jun,0,90,25-08-2025,1,Books,0.8,8,Debit Card,0.2,5,0.28,No,Free,57.92,Platinum
813,17-04-2025,55,Male,New Jonathanview,High,High Spender,Social Media,22-05-2025,3,1255.87,418.62,Active,25-Apr,2806.16,142,5/10/2025,5,Travel,0.92,4,Net Banking,0.1,5,0.68,Yes,Premium,26.14,Gold
814,15-11-2023,60,Female,South Katherinemouth,High,Bargain Hunter,Social Media,26-11-2023,11,2687.61,244.33,Active,23-Nov,5439.84,661,30-07-2025,14,Grocery,0.07,7,Net Banking,0.19,5,0.49,Yes,Free,35.44,Silver
815,13-03-2025,18,Other,East Thomaston,Medium,Occasional,Social Media,5/2/2025,9,2938.06,326.45,Inactive,25-Mar,6629.8,177,27-07-2025,28,Grocery,0.81,9,UPI,0.26,3,0.16,No,Premium,20.97,Silver
816,14-06-2024,48,Female,Chavezview,High,Occasional,Email,28-06-2024,14,409.06,29.22,Inactive,24-Jun,499.91,449,3/8/2025,40,Fashion,0.89,10,Net Banking,0.02,4,0.27,No,Gold,32.78,Bronze
817,3/11/2025,48,Female,New Andreaberg,High,Bargain Hunter,Ads,31-03-2025,30,1465.7,48.86,Active,25-Mar,2499.01,179,16-06-2025,2,Travel,0.16,0,UPI,0.15,2,0.41,Yes,Premium,28.12,Bronze
818,20-10-2023,41,Male,Mariafurt,Medium,Bargain Hunter,Direct,21-10-2023,3,1846.04,615.35,Active,23-Oct,2611.7,687,13-12-2023,8,Grocery,0.81,9,Wallet,0.02,2,0.68,Yes,Gold,13.11,Silver
819,27-06-2025,60,Male,North Gabrielleton,Low,Occasional,Referral,15-08-2025,44,2032.2,46.19,Inactive,25-Jun,2685.31,71,8/5/2025,46,Fashion,0.26,4,Net Banking,0.28,5,0.39,No,Gold,58.77,Silver
820,19-10-2024,46,Female,New Kristinhaven,Low,One-time,Social Media,23-11-2024,10,4048.34,404.83,Active,24-Oct,5897.58,322,26-10-2024,27,Healthcare,0.86,9,Wallet,0.21,2,0.84,Yes,Gold,6.02,Platinum
821,21-02-2025,29,Other,Port Cynthiaborough,Medium,High Spender,Referral,24-03-2025,11,251.14,22.83,Active,25-Feb,309.48,197,26-05-2025,43,Healthcare,0.99,5,Credit Card,0.01,5,0.54,Yes,Premium,26.63,Silver
822,23-01-2025,27,Male,Angelafort,Low,Loyal,Email,20-03-2025,18,2298.95,127.72,Active,25-Jan,4994.46,226,7/12/2025,28,Electronics,0.31,2,Net Banking,0.3,4,0.8,Yes,Premium,32.52,Platinum
823,12/3/2023,65,Male,West Kristina,Medium,High Spender,Social Media,30-12-2023,2,4966.2,2483.1,Active,23-Dec,9053.92,643,6/8/2025,78,Fashion,0.35,4,UPI,0.23,3,0.21,Yes,Free,39.98,Gold
824,3/12/2024,31,Female,South Brian,Low,Bargain Hunter,Ads,20-03-2024,16,317.37,19.84,Active,24-Mar,432.87,543,30-06-2025,6,Travel,0.14,10,Credit Card,0.19,4,0.6,Yes,Gold,29.59,Platinum
825,11/4/2023,29,Female,New Ashleyburgh,High,High Spender,Ads,29-11-2023,49,2666.25,54.41,Inactive,23-Nov,3354.3,672,27-02-2025,83,Travel,0.84,1,Net Banking,0.22,2,0.68,No,Gold,26.66,Gold
826,19-01-2024,55,Other,Boydhaven,Low,High Spender,Direct,13-02-2024,43,1525.8,35.48,Inactive,24-Jan,2191.87,596,3/6/2025,33,Travel,0.94,2,Wallet,0.28,2,0.77,No,Free,36.45,Platinum
827,27-10-2024,46,Other,Robertshire,Low,One-time,Referral,12/9/2024,37,1962.48,53.04,Active,24-Oct,4840.18,314,2/12/2025,46,Travel,0.17,4,Credit Card,0.27,5,0.1,Yes,Premium,4.09,Gold
828,20-02-2024,41,Male,West Thomas,Medium,Loyal,Referral,15-04-2024,7,4305.81,615.12,Inactive,24-Feb,5767.07,564,15-06-2025,83,Electronics,0.3,1,Wallet,0.19,1,0.57,Yes,Free,8.6,Silver
829,25-12-2024,19,Male,Lake Christine,High,Loyal,Direct,2/1/2025,42,3806.42,90.63,Inactive,24-Dec,5798.62,255,1/7/2025,69,Grocery,0.55,0,Credit Card,0.21,3,0.87,Yes,Premium,51.9,Platinum
830,31-07-2024,36,Other,Tuckerport,High,Bargain Hunter,Referral,27-08-2024,12,545.79,45.48,Active,24-Jul,1135.74,402,14-09-2024,27,Grocery,0.34,7,Debit Card,0.05,5,0.81,No,Free,23.19,Platinum
831,14-11-2024,38,Male,Barberport,High,Occasional,Email,23-11-2024,23,896.38,38.97,Active,24-Nov,1751.32,296,3/9/2025,36,Grocery,0.13,7,Credit Card,0.16,1,0.53,No,Free,44.13,Platinum
832,19-04-2025,31,Male,West William,Medium,Occasional,Referral,15-06-2025,6,2023.51,337.25,Inactive,25-Apr,3409.18,140,24-07-2025,69,Fashion,0.08,6,Net Banking,0.21,2,0.9,No,Free,8.45,Silver
833,10/5/2023,39,Other,West Samantha,Medium,One-time,Social Media,21-11-2023,28,250.64,8.95,Active,23-Oct,620.77,702,22-11-2024,60,Grocery,0.84,9,UPI,0.03,3,0.32,No,Free,24.51,Bronze
834,14-07-2024,62,Female,Shaunmouth,High,High Spender,Email,22-07-2024,40,3961.99,99.05,Active,24-Jul,7575.83,419,28-04-2025,87,Books,0.51,6,Net Banking,0.27,4,0.51,No,Free,40.43,Bronze
835,18-03-2024,61,Female,South Ralph,High,High Spender,Email,21-03-2024,11,2172.29,197.48,Inactive,24-Mar,4019.78,537,17-10-2024,44,Grocery,0.7,6,Credit Card,0.29,4,0.13,Yes,Gold,49.21,Bronze
836,30-06-2024,44,Male,Port Kathleen,Low,High Spender,Ads,19-08-2024,48,2958.64,61.64,Inactive,24-Jun,7193.85,433,8/11/2025,72,Travel,0.4,0,Credit Card,0.22,5,0.28,Yes,Premium,41.06,Gold
837,17-09-2024,63,Male,New Gabriel,High,High Spender,Referral,10/12/2024,49,1759.29,35.9,Inactive,24-Sep,2636.34,354,30-08-2025,49,Healthcare,0.73,9,UPI,0.09,2,0.78,No,Gold,15.29,Platinum
838,8/4/2025,63,Other,East Lauriefort,High,Bargain Hunter,Ads,22-09-2025,11,953.02,86.64,Active,25-Aug,1290.99,33,8/4/2025,8,Grocery,0.61,2,Wallet,0.11,1,0.82,Yes,Gold,22.98,Gold
839,24-02-2025,49,Male,West Kerry,Low,One-time,Email,16-03-2025,35,2119.74,60.56,Active,25-Feb,3186.4,194,5/11/2025,38,Travel,0.26,3,Debit Card,0.18,5,0.63,Yes,Gold,10.38,Silver
840,6/1/2024,32,Other,Benjaminbury,Medium,Loyal,Email,7/1/2024,9,3145.99,349.55,Inactive,24-Jun,4262.08,462,26-04-2025,27,Travel,0.06,10,Net Banking,0.23,5,0.22,Yes,Free,35.15,Silver
841,21-01-2025,30,Other,Richardside,Medium,Occasional,Referral,18-03-2025,13,882.23,67.86,Active,25-Jan,1479.63,228,3/1/2025,38,Electronics,0.72,2,Credit Card,0.12,3,0.79,Yes,Free,21.09,Silver
842,30-11-2023,36,Male,Bowenton,High,High Spender,Email,14-12-2023,16,4544.18,284.01,Active,23-Nov,10551.14,646,4/7/2025,90,Healthcare,0.4,4,Debit Card,0.3,1,0.37,No,Gold,31.59,Gold
843,23-08-2024,19,Male,New Steven,High,High Spender,Social Media,10/9/2024,29,2042.08,70.42,Active,24-Aug,3317.75,379,28-11-2024,42,Fashion,0.12,5,Wallet,0.16,2,0.59,Yes,Premium,35.71,Silver
844,16-09-2023,63,Female,Lake Jon,Medium,Bargain Hunter,Ads,28-10-2023,1,189.82,189.82,Active,23-Sep,394.87,721,15-10-2023,59,Electronics,0.89,8,UPI,0.22,3,0.74,No,Free,43.93,Platinum
845,27-10-2023,53,Female,Melissachester,Medium,Bargain Hunter,Ads,11/5/2023,13,933,71.77,Inactive,23-Oct,1268.01,680,18-03-2024,63,Healthcare,0.68,6,Net Banking,0.17,5,0.85,No,Premium,18.04,Bronze
846,22-05-2025,44,Female,Lake Jeffery,High,Loyal,Referral,6/4/2025,5,1714.29,342.86,Inactive,25-May,4250.73,107,6/6/2025,33,Books,0.43,0,Net Banking,0.12,3,0.69,Yes,Premium,19.66,Platinum
847,6/6/2025,52,Other,South Jill,Medium,High Spender,Referral,8/1/2025,46,566.86,12.32,Inactive,25-Jun,1252.67,92,18-08-2025,14,Books,0.95,10,Wallet,0.23,1,0.39,Yes,Free,21.7,Gold
848,25-08-2025,20,Female,Jennifermouth,High,Loyal,Direct,26-09-2025,48,3615.84,75.33,Active,25-Aug,7615.83,12,9/2/2025,9,Books,0.13,10,Net Banking,0.03,2,0.34,Yes,Free,51.53,Silver
849,11/2/2023,40,Female,Dariusmouth,Low,High Spender,Social Media,27-11-2023,40,2231.99,55.8,Active,23-Nov,3125.62,674,18-02-2024,21,Fashion,0.46,8,Debit Card,0.1,4,0.83,Yes,Premium,22.27,Platinum
850,16-09-2024,24,Other,Roseland,Low,Occasional,Email,11/2/2024,27,3896.83,144.33,Inactive,24-Sep,8256.49,355,14-04-2025,53,Grocery,0.59,2,Debit Card,0.25,3,0.71,Yes,Free,17.18,Bronze
851,4/10/2024,30,Other,Port Davidbury,Medium,Loyal,Direct,28-04-2024,43,2883.66,67.06,Inactive,24-Apr,5192.07,514,26-06-2024,20,Healthcare,0,5,Debit Card,0.19,4,0.75,No,Premium,40.51,Bronze
852,18-05-2024,28,Female,Coryside,Medium,Occasional,Referral,7/10/2024,23,3058.7,132.99,Inactive,24-May,6131.27,476,28-11-2024,95,Travel,0.46,3,Debit Card,0.27,1,0.82,Yes,Free,23.85,Gold
853,22-12-2024,21,Male,South Adrianchester,Medium,One-time,Direct,25-01-2025,32,4185.85,130.81,Inactive,24-Dec,6420.43,258,26-03-2025,12,Healthcare,0.73,6,Net Banking,0.03,3,0.58,No,Premium,7.86,Platinum
854,23-08-2024,41,Male,Pattersonport,High,Bargain Hunter,Direct,29-09-2024,17,429.62,25.27,Inactive,24-Aug,728.47,379,24-03-2025,6,Books,0.89,9,Net Banking,0.28,3,0.62,Yes,Premium,5.17,Bronze
855,11/5/2024,48,Other,Wendyview,High,Bargain Hunter,Direct,30-11-2024,9,2058.38,228.71,Active,24-Nov,4893.65,305,15-12-2024,98,Healthcare,0.73,8,Debit Card,0.08,1,0.82,Yes,Free,11.34,Platinum
856,16-09-2024,54,Other,West Morganmouth,Low,Loyal,Email,10/7/2024,47,656.74,13.97,Active,24-Sep,924.45,355,5/3/2025,85,Grocery,0.92,3,Credit Card,0.13,4,0.68,Yes,Premium,34.52,Bronze
857,17-01-2024,61,Other,North Emily,Low,Occasional,Social Media,30-01-2024,1,3734.77,3734.77,Inactive,24-Jan,9276.43,598,18-01-2024,47,Books,0.2,3,Debit Card,0.25,4,0.35,Yes,Premium,46.06,Gold
858,12/10/2023,58,Male,Joshuaborough,Medium,Occasional,Social Media,1/7/2024,9,322.22,35.8,Inactive,23-Dec,667.87,636,3/1/2024,43,Healthcare,0.18,0,UPI,0.26,5,0.12,Yes,Free,6.17,Silver
859,7/4/2024,53,Female,Mcculloughberg,Medium,Bargain Hunter,Referral,7/10/2024,26,3791.06,145.81,Inactive,24-Jul,6595.14,429,20-07-2025,83,Travel,0.93,6,UPI,0.24,1,0.68,Yes,Free,15.41,Platinum
860,3/8/2025,40,Male,Cruztown,Medium,Occasional,Referral,28-04-2025,33,3016.27,91.4,Active,25-Mar,5815.46,182,6/12/2025,99,Electronics,0.65,8,Net Banking,0.06,1,0.45,No,Free,17.17,Platinum
861,14-07-2025,20,Male,Port Timothy,Medium,One-time,Direct,29-07-2025,20,791.88,39.59,Active,25-Jul,1616.21,54,22-07-2025,21,Grocery,0.42,3,Wallet,0.29,4,0.76,Yes,Gold,48.81,Bronze
862,27-06-2025,64,Male,Luceromouth,Medium,Loyal,Social Media,7/12/2025,38,3003.75,79.05,Active,25-Jun,4049.17,71,27-06-2025,50,Grocery,0.87,8,Wallet,0.06,5,0.71,Yes,Premium,38.52,Gold
863,9/10/2023,59,Other,North Daniel,Low,Bargain Hunter,Email,18-09-2023,24,1843.97,76.83,Inactive,23-Sep,3963.25,727,16-12-2023,84,Electronics,0.9,9,UPI,0.03,1,0.8,Yes,Gold,54.71,Gold
864,15-11-2024,37,Male,Lake Kristy,High,High Spender,Referral,27-12-2024,38,3012.78,79.28,Inactive,24-Nov,7300.94,295,8/3/2025,16,Fashion,0.99,8,Net Banking,0.2,4,0.44,Yes,Free,42.7,Bronze
865,17-04-2025,30,Male,New Jacquelinemouth,High,Loyal,Referral,6/10/2025,38,492.55,12.96,Active,25-Apr,633.26,142,6/12/2025,32,Healthcare,0.58,9,Wallet,0.18,5,0.66,No,Gold,43.33,Platinum
866,4/3/2025,62,Male,Shannonton,Low,Occasional,Social Media,5/10/2025,30,1653.73,55.12,Inactive,25-Apr,2959.4,156,15-08-2025,24,Grocery,0.38,0,Wallet,0.26,3,0.46,Yes,Premium,25.88,Silver
867,30-01-2025,55,Other,Lake Thomas,Low,Bargain Hunter,Email,15-02-2025,14,2843.37,203.1,Inactive,25-Jan,7016.7,219,6/8/2025,50,Electronics,0.54,2,Net Banking,0.17,2,0.36,Yes,Gold,15.77,Bronze
868,27-05-2025,51,Female,West Heather,Medium,Bargain Hunter,Referral,14-06-2025,27,2984.02,110.52,Active,25-May,4931.51,102,29-05-2025,85,Travel,0.11,0,Credit Card,0.19,4,0.38,Yes,Premium,48.54,Platinum
869,29-10-2024,25,Male,South Kristina,High,High Spender,Social Media,27-11-2024,50,3049.43,60.99,Active,24-Oct,5179.88,312,7/7/2025,14,Grocery,0.16,8,Net Banking,0.11,2,0.53,No,Free,19.82,Bronze
870,19-09-2024,56,Other,Langchester,High,Bargain Hunter,Direct,10/4/2024,16,4350.18,271.89,Active,24-Sep,5896.76,352,22-03-2025,100,Books,0.49,4,UPI,0.16,5,0.13,Yes,Gold,50.77,Gold
871,3/1/2024,62,Other,Justinview,High,Occasional,Referral,20-04-2024,28,1690.84,60.39,Active,24-Mar,2151.01,554,19-04-2024,72,Grocery,0.92,8,Debit Card,0.26,3,0.51,No,Gold,52.11,Gold
872,17-07-2024,41,Male,North Louis,Medium,Occasional,Referral,8/1/2024,16,4801.41,300.09,Inactive,24-Jul,9778.58,416,9/4/2025,73,Healthcare,0.94,9,Debit Card,0.25,4,0.42,Yes,Premium,55.63,Platinum
873,13-01-2025,39,Other,East Johnland,Medium,Occasional,Email,3/2/2025,42,3523,83.88,Inactive,25-Jan,6488.14,236,8/11/2025,56,Travel,0.18,9,Credit Card,0.28,4,0.37,No,Gold,40.03,Silver
874,11/12/2023,58,Female,Lake Hannah,Medium,High Spender,Direct,1/7/2024,1,2320,2320,Inactive,23-Nov,3262.15,664,18-04-2024,92,Travel,0.92,9,Debit Card,0.05,5,0.12,Yes,Premium,13.04,Platinum
875,20-05-2024,45,Female,Martinfurt,Medium,One-time,Direct,22-05-2024,46,1167.12,25.37,Inactive,24-May,1846,474,7/11/2025,60,Books,0.65,5,Debit Card,0.18,1,0.52,Yes,Free,33.76,Gold
876,1/8/2025,49,Female,Stephaniefurt,Medium,Occasional,Direct,23-02-2025,49,4417.97,90.16,Inactive,25-Jan,5612.08,241,22-04-2025,64,Healthcare,0.83,6,Credit Card,0.13,5,0.2,No,Free,45.66,Gold
877,5/4/2025,63,Male,Melissashire,Medium,High Spender,Ads,15-05-2025,19,4740.7,249.51,Inactive,25-May,10113.57,125,7/11/2025,65,Electronics,0.62,5,Net Banking,0.24,4,0.25,No,Gold,29.07,Gold
